SITE_SHORT;PERIOD_ID;COUNT_;WHO_ATC_CODE;CATEGORY;BRICK_NAME;BRICK_NO
pro;201912;2;A10AE56;New generation insulin in basal;Esbjerg;313
min;201912;1;A10AE56;New generation insulin in basal;Frederiksberg;105
pro;201912;3;A10AE56;New generation insulin in basal;Frederiksberg;105
min;201912;2;A10AE56;New generation insulin in basal;Frederikshavn;508
pro;201912;1;A10AE56;New generation insulin in basal;Frederikshavn;508
min;201912;1;A10AE56;New generation insulin in basal;Gentofte;109
pro;201912;3;A10AE56;New generation insulin in basal;Gentofte;109
pro;201912;1;A10AE56;New generation insulin in basal;Glostrup;106
min;201912;3;A10AE56;New generation insulin in basal;Haderslev;311
pro;201912;1;A10AE56;New generation insulin in basal;Haderslev;311
min;201912;1;A10AE56;New generation insulin in basal;Hadsund;501
pro;201912;2;A10AE56;New generation insulin in basal;Helsingør;113
pro;201912;7;A10AE56;New generation insulin in basal;Hillerød;111
pro;201912;3;A10AE56;New generation insulin in basal;Hjørring;507
min;201912;1;A10AE56;New generation insulin in basal;Horsens;402
pro;201912;1;A10AE56;New generation insulin in basal;Horsens;402
pro;201912;3;A10AE56;New generation insulin in basal;Kgs. Lyngby;110
pro;201912;2;A10AE56;New generation insulin in basal;Kolding;312
pro;201912;1;A10AE56;New generation insulin in basal;Nyborg;302
pro;201912;8;A10AE56;New generation insulin in basal;Nørrebro/City;103
pro;201912;2;A10AE56;New generation insulin in basal;Odense City;305
min;201912;4;A10AE56;New generation insulin in basal;Outside DK;Outside DK
pro;201912;17;A10AE56;New generation insulin in basal;Outside DK;Outside DK
pro;201912;3;A10AE56;New generation insulin in basal;Ringkøbing;407
min;201912;1;A10AE56;New generation insulin in basal;Ringsted;205
pro;201912;6;A10AE56;New generation insulin in basal;Ringsted;205
pro;201912;3;A10AE56;New generation insulin in basal;Roskilde;202
min;201912;2;A10AE56;New generation insulin in basal;Silkeborg;405
pro;201912;6;A10AE56;New generation insulin in basal;Silkeborg;405
pro;201912;1;A10AE56;New generation insulin in basal;Sønderborg;307
min;201912;3;A10AE56;New generation insulin in basal;Tåstrup;116
pro;201912;2;A10AE56;New generation insulin in basal;Tåstrup;116
min;201912;1;A10AE56;New generation insulin in basal;Vejle;315
pro;201912;6;A10AE56;New generation insulin in basal;Vejle;315
min;201912;2;A10AE56;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;201912;12;A10AE56;New generation insulin in basal;Vesterbro/Christianshavn;104
pro;201912;1;A10AE56;New generation insulin in basal;Viborg;410
pro;201912;1;A10AE56;New generation insulin in basal;Vordingborg;207
min;201912;3;A10AE56;New generation insulin in basal;Ydre Århus;404
pro;201912;25;A10AE56;New generation insulin in basal;Ydre Århus;404
min;201912;1;A10AE56;New generation insulin in basal;Århus City;403
pro;201912;24;A10AE56;New generation insulin in basal;Århus City;403
pro;201912;4;A10BA02;Metformin;Aabenraa;308
min;201912;27;A10BA02;Metformin;Aalborg City;502
pro;201912;75;A10BA02;Metformin;Aalborg City;502
min;201912;13;A10BA02;Metformin;Amager;102
pro;201912;37;A10BA02;Metformin;Amager;102
min;201912;3;A10BA02;Metformin;Assens;303
pro;201912;6;A10BA02;Metformin;Assens;303
min;201912;11;A10BA02;Metformin;Ballerup;115
pro;201912;26;A10BA02;Metformin;Ballerup;115
min;201912;1;A10BA02;Metformin;Bornholm;101
pro;201912;3;A10BA02;Metformin;Bornholm;101
min;201912;2;A10BA02;Metformin;Ebeltoft;412
pro;201912;7;A10BA02;Metformin;Ebeltoft;412
min;201912;3;A10BA02;Metformin;Esbjerg;313
pro;201912;10;A10BA02;Metformin;Esbjerg;313
pro;201912;1;A10BA02;Metformin;Falster;208
pro;201912;5;A10BA02;Metformin;Fjerritslev;505
min;201912;7;A10BA02;Metformin;Frederiksberg;105
pro;201912;7;A10BA02;Metformin;Frederiksberg;105
min;201912;2;A10BA02;Metformin;Frederikshavn;508
pro;201912;4;A10BA02;Metformin;Frederikshavn;508
min;201912;1;A10BA02;Metformin;Frederikssund;114
pro;201912;6;A10BA02;Metformin;Frederikssund;114
min;201912;9;A10BA02;Metformin;Gentofte;109
pro;201912;10;A10BA02;Metformin;Gentofte;109
min;201912;7;A10BA02;Metformin;Glostrup;106
pro;201912;21;A10BA02;Metformin;Glostrup;106
min;201912;4;A10BA02;Metformin;Haderslev;311
pro;201912;6;A10BA02;Metformin;Haderslev;311
min;201912;5;A10BA02;Metformin;Hadsund;501
pro;201912;6;A10BA02;Metformin;Hadsund;501
pro;201912;3;A10BA02;Metformin;Hedensted;401
min;201912;2;A10BA02;Metformin;Helsingør;113
pro;201912;6;A10BA02;Metformin;Helsingør;113
min;201912;8;A10BA02;Metformin;Herning;406
pro;201912;9;A10BA02;Metformin;Herning;406
min;201912;11;A10BA02;Metformin;Hillerød;111
pro;201912;21;A10BA02;Metformin;Hillerød;111
min;201912;4;A10BA02;Metformin;Hjørring;507
pro;201912;13;A10BA02;Metformin;Hjørring;507
min;201912;1;A10BA02;Metformin;Hobro;503
pro;201912;3;A10BA02;Metformin;Hobro;503
pro;201912;1;A10BA02;Metformin;Holstebro;408
min;201912;13;A10BA02;Metformin;Horsens;402
pro;201912;18;A10BA02;Metformin;Horsens;402
min;201912;7;A10BA02;Metformin;Hørsholm;112
pro;201912;9;A10BA02;Metformin;Hørsholm;112
min;201912;4;A10BA02;Metformin;Kalundborg;203
pro;201912;6;A10BA02;Metformin;Kalundborg;203
min;201912;4;A10BA02;Metformin;Kbh. NV;107
pro;201912;9;A10BA02;Metformin;Kbh. NV;107
min;201912;7;A10BA02;Metformin;Kbh. Ø.;108
pro;201912;7;A10BA02;Metformin;Kbh. Ø.;108
min;201912;12;A10BA02;Metformin;Kgs. Lyngby;110
pro;201912;43;A10BA02;Metformin;Kgs. Lyngby;110
min;201912;4;A10BA02;Metformin;Kolding;312
pro;201912;4;A10BA02;Metformin;Kolding;312
min;201912;4;A10BA02;Metformin;Køge Bugt;201
pro;201912;10;A10BA02;Metformin;Køge Bugt;201
min;201912;1;A10BA02;Metformin;Lolland;209
pro;201912;5;A10BA02;Metformin;Lolland;209
pro;201912;2;A10BA02;Metformin;Middelfart;306
min;201912;1;A10BA02;Metformin;N/A;N/A
pro;201912;3;A10BA02;Metformin;N/A;N/A
min;201912;2;A10BA02;Metformin;Nyborg;302
pro;201912;8;A10BA02;Metformin;Nyborg;302
pro;201912;3;A10BA02;Metformin;Næstved;206
min;201912;10;A10BA02;Metformin;Nørrebro/City;103
pro;201912;53;A10BA02;Metformin;Nørrebro/City;103
pro;201912;2;A10BA02;Metformin;Nørresundby;506
min;201912;19;A10BA02;Metformin;Odense City;305
pro;201912;43;A10BA02;Metformin;Odense City;305
min;201912;60;A10BA02;Metformin;Outside DK;Outside DK
pro;201912;5432;A10BA02;Metformin;Outside DK;Outside DK
min;201912;7;A10BA02;Metformin;Randers;411
pro;201912;14;A10BA02;Metformin;Randers;411
pro;201912;1;A10BA02;Metformin;Ribe;310
min;201912;7;A10BA02;Metformin;Ringkøbing;407
pro;201912;3;A10BA02;Metformin;Ringkøbing;407
min;201912;16;A10BA02;Metformin;Ringsted;205
pro;201912;124;A10BA02;Metformin;Ringsted;205
min;201912;15;A10BA02;Metformin;Roskilde;202
pro;201912;31;A10BA02;Metformin;Roskilde;202
min;201912;18;A10BA02;Metformin;Silkeborg;405
pro;201912;127;A10BA02;Metformin;Silkeborg;405
min;201912;2;A10BA02;Metformin;Skive;409
pro;201912;1;A10BA02;Metformin;Skive;409
min;201912;6;A10BA02;Metformin;Slagelse;204
pro;201912;12;A10BA02;Metformin;Slagelse;204
min;201912;3;A10BA02;Metformin;Svendborg;301
pro;201912;7;A10BA02;Metformin;Svendborg;301
min;201912;7;A10BA02;Metformin;Sønderborg;307
pro;201912;25;A10BA02;Metformin;Sønderborg;307
min;201912;7;A10BA02;Metformin;Thisted;504
pro;201912;7;A10BA02;Metformin;Thisted;504
min;201912;15;A10BA02;Metformin;Tåstrup;116
pro;201912;31;A10BA02;Metformin;Tåstrup;116
pro;201912;3;A10BA02;Metformin;Tønder;309
pro;201912;7;A10BA02;Metformin;Varde;314
min;201912;10;A10BA02;Metformin;Vejle;315
pro;201912;126;A10BA02;Metformin;Vejle;315
min;201912;39;A10BA02;Metformin;Vesterbro/Christianshavn;104
pro;201912;151;A10BA02;Metformin;Vesterbro/Christianshavn;104
min;201912;5;A10BA02;Metformin;Viborg;410
pro;201912;13;A10BA02;Metformin;Viborg;410
min;201912;9;A10BA02;Metformin;Vordingborg;207
pro;201912;4;A10BA02;Metformin;Vordingborg;207
min;201912;4;A10BA02;Metformin;Ydre Odense;304
pro;201912;15;A10BA02;Metformin;Ydre Odense;304
min;201912;43;A10BA02;Metformin;Ydre Århus;404
pro;201912;177;A10BA02;Metformin;Ydre Århus;404
min;201912;15;A10BA02;Metformin;Århus City;403
pro;201912;494;A10BA02;Metformin;Århus City;403
pro;201912;1;A10BD07;DPP-IV;Aabenraa;308
min;201912;6;A10BD07;DPP-IV;Aalborg City;502
pro;201912;2;A10BD07;DPP-IV;Aalborg City;502
min;201912;3;A10BD07;DPP-IV;Amager;102
pro;201912;6;A10BD07;DPP-IV;Amager;102
pro;201912;2;A10BD07;DPP-IV;Assens;303
min;201912;3;A10BD07;DPP-IV;Ballerup;115
pro;201912;9;A10BD07;DPP-IV;Ballerup;115
min;201912;1;A10BD07;DPP-IV;Bornholm;101
min;201912;3;A10BD07;DPP-IV;Esbjerg;313
pro;201912;3;A10BD07;DPP-IV;Esbjerg;313
min;201912;2;A10BD07;DPP-IV;Frederiksberg;105
pro;201912;1;A10BD07;DPP-IV;Frederiksberg;105
pro;201912;1;A10BD07;DPP-IV;Frederikshavn;508
pro;201912;4;A10BD07;DPP-IV;Frederikssund;114
min;201912;3;A10BD07;DPP-IV;Gentofte;109
pro;201912;2;A10BD07;DPP-IV;Gentofte;109
min;201912;4;A10BD07;DPP-IV;Glostrup;106
pro;201912;6;A10BD07;DPP-IV;Glostrup;106
min;201912;2;A10BD07;DPP-IV;Haderslev;311
pro;201912;1;A10BD07;DPP-IV;Haderslev;311
pro;201912;1;A10BD07;DPP-IV;Hadsund;501
pro;201912;1;A10BD07;DPP-IV;Hedensted;401
pro;201912;1;A10BD07;DPP-IV;Helsingør;113
min;201912;2;A10BD07;DPP-IV;Herning;406
pro;201912;9;A10BD07;DPP-IV;Herning;406
min;201912;4;A10BD07;DPP-IV;Hillerød;111
pro;201912;14;A10BD07;DPP-IV;Hillerød;111
min;201912;1;A10BD07;DPP-IV;Hjørring;507
pro;201912;4;A10BD07;DPP-IV;Hjørring;507
pro;201912;2;A10BD07;DPP-IV;Hobro;503
pro;201912;2;A10BD07;DPP-IV;Holstebro;408
min;201912;5;A10BD07;DPP-IV;Horsens;402
pro;201912;6;A10BD07;DPP-IV;Horsens;402
pro;201912;2;A10BD07;DPP-IV;Hørsholm;112
pro;201912;1;A10BD07;DPP-IV;Kalundborg;203
pro;201912;2;A10BD07;DPP-IV;Kbh. NV;107
min;201912;4;A10BD07;DPP-IV;Kbh. Ø.;108
pro;201912;5;A10BD07;DPP-IV;Kbh. Ø.;108
min;201912;1;A10BD07;DPP-IV;Kgs. Lyngby;110
pro;201912;38;A10BD07;DPP-IV;Kgs. Lyngby;110
pro;201912;3;A10BD07;DPP-IV;Kolding;312
min;201912;1;A10BD07;DPP-IV;Køge Bugt;201
pro;201912;6;A10BD07;DPP-IV;Køge Bugt;201
pro;201912;1;A10BD07;DPP-IV;N/A;N/A
min;201912;4;A10BD07;DPP-IV;Nyborg;302
pro;201912;11;A10BD07;DPP-IV;Nyborg;302
pro;201912;3;A10BD07;DPP-IV;Næstved;206
min;201912;5;A10BD07;DPP-IV;Nørrebro/City;103
pro;201912;17;A10BD07;DPP-IV;Nørrebro/City;103
min;201912;4;A10BD07;DPP-IV;Odense City;305
pro;201912;12;A10BD07;DPP-IV;Odense City;305
min;201912;7;A10BD07;DPP-IV;Outside DK;Outside DK
pro;201912;31;A10BD07;DPP-IV;Outside DK;Outside DK
min;201912;1;A10BD07;DPP-IV;Randers;411
pro;201912;7;A10BD07;DPP-IV;Randers;411
min;201912;9;A10BD07;DPP-IV;Ringsted;205
pro;201912;25;A10BD07;DPP-IV;Ringsted;205
pro;201912;8;A10BD07;DPP-IV;Roskilde;202
min;201912;4;A10BD07;DPP-IV;Silkeborg;405
pro;201912;30;A10BD07;DPP-IV;Silkeborg;405
pro;201912;1;A10BD07;DPP-IV;Slagelse;204
min;201912;1;A10BD07;DPP-IV;Svendborg;301
pro;201912;7;A10BD07;DPP-IV;Svendborg;301
min;201912;3;A10BD07;DPP-IV;Sønderborg;307
pro;201912;3;A10BD07;DPP-IV;Sønderborg;307
pro;201912;3;A10BD07;DPP-IV;Thisted;504
min;201912;6;A10BD07;DPP-IV;Tåstrup;116
pro;201912;8;A10BD07;DPP-IV;Tåstrup;116
pro;201912;1;A10BD07;DPP-IV;Tønder;309
pro;201912;3;A10BD07;DPP-IV;Varde;314
min;201912;3;A10BD07;DPP-IV;Vejle;315
pro;201912;38;A10BD07;DPP-IV;Vejle;315
min;201912;30;A10BD07;DPP-IV;Vesterbro/Christianshavn;104
pro;201912;32;A10BD07;DPP-IV;Vesterbro/Christianshavn;104
pro;201912;1;A10BD07;DPP-IV;Viborg;410
min;201912;1;A10BD07;DPP-IV;Vordingborg;207
pro;201912;1;A10BD07;DPP-IV;Vordingborg;207
pro;201912;2;A10BD07;DPP-IV;Ydre Odense;304
min;201912;12;A10BD07;DPP-IV;Ydre Århus;404
pro;201912;56;A10BD07;DPP-IV;Ydre Århus;404
min;201912;6;A10BD07;DPP-IV;Århus City;403
pro;201912;180;A10BD07;DPP-IV;Århus City;403
min;201912;5;A10BD08;DPP-IV;Aalborg City;502
pro;201912;6;A10BD08;DPP-IV;Aalborg City;502
min;201912;2;A10BD08;DPP-IV;Amager;102
pro;201912;4;A10BD08;DPP-IV;Amager;102
min;201912;1;A10BD08;DPP-IV;Assens;303
min;201912;1;A10BD08;DPP-IV;Ballerup;115
pro;201912;6;A10BD08;DPP-IV;Ballerup;115
pro;201912;2;A10BD08;DPP-IV;Ebeltoft;412
min;201912;3;A10BD08;DPP-IV;Esbjerg;313
pro;201912;1;A10BD08;DPP-IV;Esbjerg;313
min;201912;1;A10BD08;DPP-IV;Frederiksberg;105
pro;201912;1;A10BD08;DPP-IV;Frederiksberg;105
pro;201912;2;A10BD08;DPP-IV;Frederikssund;114
min;201912;3;A10BD08;DPP-IV;Gentofte;109
pro;201912;3;A10BD08;DPP-IV;Gentofte;109
min;201912;2;A10BD08;DPP-IV;Glostrup;106
pro;201912;12;A10BD08;DPP-IV;Glostrup;106
pro;201912;1;A10BD08;DPP-IV;Haderslev;311
pro;201912;1;A10BD08;DPP-IV;Hadsund;501
pro;201912;4;A10BD08;DPP-IV;Helsingør;113
pro;201912;4;A10BD08;DPP-IV;Herning;406
pro;201912;7;A10BD08;DPP-IV;Hillerød;111
pro;201912;5;A10BD08;DPP-IV;Hjørring;507
min;201912;3;A10BD08;DPP-IV;Horsens;402
pro;201912;7;A10BD08;DPP-IV;Horsens;402
pro;201912;3;A10BD08;DPP-IV;Hørsholm;112
min;201912;1;A10BD08;DPP-IV;Kalundborg;203
pro;201912;1;A10BD08;DPP-IV;Kalundborg;203
min;201912;2;A10BD08;DPP-IV;Kbh. NV;107
pro;201912;1;A10BD08;DPP-IV;Kbh. NV;107
min;201912;9;A10BD08;DPP-IV;Kgs. Lyngby;110
pro;201912;9;A10BD08;DPP-IV;Kgs. Lyngby;110
min;201912;1;A10BD08;DPP-IV;Kolding;312
pro;201912;2;A10BD08;DPP-IV;Kolding;312
pro;201912;4;A10BD08;DPP-IV;Køge Bugt;201
min;201912;1;A10BD08;DPP-IV;Lolland;209
pro;201912;1;A10BD08;DPP-IV;Lolland;209
min;201912;1;A10BD08;DPP-IV;N/A;N/A
pro;201912;1;A10BD08;DPP-IV;N/A;N/A
pro;201912;3;A10BD08;DPP-IV;Nyborg;302
pro;201912;1;A10BD08;DPP-IV;Næstved;206
min;201912;1;A10BD08;DPP-IV;Nørrebro/City;103
pro;201912;16;A10BD08;DPP-IV;Nørrebro/City;103
min;201912;1;A10BD08;DPP-IV;Odense City;305
pro;201912;5;A10BD08;DPP-IV;Odense City;305
min;201912;13;A10BD08;DPP-IV;Outside DK;Outside DK
pro;201912;17;A10BD08;DPP-IV;Outside DK;Outside DK
pro;201912;2;A10BD08;DPP-IV;Randers;411
min;201912;4;A10BD08;DPP-IV;Ringsted;205
pro;201912;19;A10BD08;DPP-IV;Ringsted;205
pro;201912;7;A10BD08;DPP-IV;Roskilde;202
min;201912;6;A10BD08;DPP-IV;Silkeborg;405
pro;201912;26;A10BD08;DPP-IV;Silkeborg;405
min;201912;1;A10BD08;DPP-IV;Skive;409
pro;201912;3;A10BD08;DPP-IV;Slagelse;204
pro;201912;1;A10BD08;DPP-IV;Svendborg;301
pro;201912;4;A10BD08;DPP-IV;Sønderborg;307
pro;201912;3;A10BD08;DPP-IV;Thisted;504
min;201912;5;A10BD08;DPP-IV;Tåstrup;116
pro;201912;11;A10BD08;DPP-IV;Tåstrup;116
pro;201912;1;A10BD08;DPP-IV;Tønder;309
pro;201912;2;A10BD08;DPP-IV;Varde;314
min;201912;1;A10BD08;DPP-IV;Vejle;315
pro;201912;28;A10BD08;DPP-IV;Vejle;315
min;201912;10;A10BD08;DPP-IV;Vesterbro/Christianshavn;104
pro;201912;20;A10BD08;DPP-IV;Vesterbro/Christianshavn;104
pro;201912;1;A10BD08;DPP-IV;Viborg;410
pro;201912;1;A10BD08;DPP-IV;Vordingborg;207
pro;201912;2;A10BD08;DPP-IV;Ydre Odense;304
min;201912;11;A10BD08;DPP-IV;Ydre Århus;404
pro;201912;44;A10BD08;DPP-IV;Ydre Århus;404
min;201912;4;A10BD08;DPP-IV;Århus City;403
pro;201912;71;A10BD08;DPP-IV;Århus City;403
pro;201912;1;A10BD10;DPP-IV;Amager;102
min;201912;1;A10BD10;DPP-IV;Gentofte;109
pro;201912;1;A10BD10;DPP-IV;Hillerød;111
min;201912;1;A10BD10;DPP-IV;Hørsholm;112
pro;201912;1;A10BD10;DPP-IV;Kgs. Lyngby;110
pro;201912;1;A10BD10;DPP-IV;Odense City;305
min;201912;7;A10BD10;DPP-IV;Outside DK;Outside DK
pro;201912;6;A10BD10;DPP-IV;Outside DK;Outside DK
pro;201912;2;A10BD10;DPP-IV;Ringsted;205
pro;201912;1;A10BD10;DPP-IV;Roskilde;202
pro;201912;2;A10BD10;DPP-IV;Silkeborg;405
pro;201912;1;A10BD10;DPP-IV;Sønderborg;307
min;201912;2;A10BD10;DPP-IV;Tåstrup;116
pro;201912;1;A10BD10;DPP-IV;Tåstrup;116
min;201912;6;A10BD10;DPP-IV;Vesterbro/Christianshavn;104
pro;201912;3;A10BD10;DPP-IV;Vesterbro/Christianshavn;104
pro;201912;1;A10BD10;DPP-IV;Vordingborg;207
pro;201912;1;A10BD10;DPP-IV;Ydre Odense;304
min;201912;1;A10BD10;DPP-IV;Ydre Århus;404
pro;201912;4;A10BD10;DPP-IV;Ydre Århus;404
pro;201912;1;A10BD10;DPP-IV;Århus City;403
pro;201912;2;A10BD11;DPP-IV;Aalborg City;502
pro;201912;2;A10BD11;DPP-IV;Kbh. Ø.;108
pro;201912;3;A10BD11;DPP-IV;Kgs. Lyngby;110
pro;201912;1;A10BD11;DPP-IV;Nørrebro/City;103
min;201912;5;A10BD11;DPP-IV;Outside DK;Outside DK
pro;201912;7;A10BD11;DPP-IV;Outside DK;Outside DK
pro;201912;1;A10BD11;DPP-IV;Ribe;310
pro;201912;1;A10BD11;DPP-IV;Ringsted;205
pro;201912;1;A10BD11;DPP-IV;Silkeborg;405
pro;201912;1;A10BD11;DPP-IV;Sønderborg;307
min;201912;2;A10BD11;DPP-IV;Tåstrup;116
pro;201912;1;A10BD11;DPP-IV;Tåstrup;116
min;201912;1;A10BD11;DPP-IV;Vejle;315
pro;201912;1;A10BD11;DPP-IV;Vejle;315
min;201912;3;A10BD11;DPP-IV;Vesterbro/Christianshavn;104
pro;201912;3;A10BD11;DPP-IV;Vesterbro/Christianshavn;104
pro;201912;1;A10BD11;DPP-IV;Vordingborg;207
min;201912;1;A10BD11;DPP-IV;Ydre Århus;404
pro;201912;5;A10BD11;DPP-IV;Ydre Århus;404
pro;201912;2;A10BD11;DPP-IV;Århus City;403
pro;201912;1;A10BD13;DPP-IV;Aalborg City;502
min;201912;3;A10BD13;DPP-IV;Amager;102
pro;201912;1;A10BD13;DPP-IV;Amager;102
pro;201912;2;A10BD13;DPP-IV;Ballerup;115
min;201912;1;A10BD13;DPP-IV;Glostrup;106
pro;201912;1;A10BD13;DPP-IV;Glostrup;106
pro;201912;1;A10BD13;DPP-IV;Hedensted;401
min;201912;1;A10BD13;DPP-IV;Hjørring;507
pro;201912;2;A10BD13;DPP-IV;Horsens;402
pro;201912;4;A10BD13;DPP-IV;Kgs. Lyngby;110
pro;201912;3;A10BD13;DPP-IV;Køge Bugt;201
pro;201912;4;A10BD13;DPP-IV;Nyborg;302
min;201912;2;A10BD13;DPP-IV;Nørrebro/City;103
pro;201912;4;A10BD13;DPP-IV;Nørrebro/City;103
pro;201912;1;A10BD13;DPP-IV;Odense City;305
min;201912;4;A10BD13;DPP-IV;Outside DK;Outside DK
pro;201912;5;A10BD13;DPP-IV;Outside DK;Outside DK
pro;201912;6;A10BD13;DPP-IV;Ringsted;205
pro;201912;4;A10BD13;DPP-IV;Silkeborg;405
pro;201912;2;A10BD13;DPP-IV;Sønderborg;307
min;201912;3;A10BD13;DPP-IV;Tåstrup;116
pro;201912;3;A10BD13;DPP-IV;Vejle;315
min;201912;1;A10BD13;DPP-IV;Vesterbro/Christianshavn;104
pro;201912;3;A10BD13;DPP-IV;Vesterbro/Christianshavn;104
pro;201912;1;A10BD13;DPP-IV;Vordingborg;207
pro;201912;13;A10BD13;DPP-IV;Ydre Århus;404
pro;201912;6;A10BD13;DPP-IV;Århus City;403
min;201912;4;A10BD15;SGLT-2;Aalborg City;502
pro;201912;6;A10BD15;SGLT-2;Aalborg City;502
min;201912;1;A10BD15;SGLT-2;Amager;102
pro;201912;1;A10BD15;SGLT-2;Amager;102
min;201912;4;A10BD15;SGLT-2;Ballerup;115
pro;201912;10;A10BD15;SGLT-2;Ballerup;115
pro;201912;1;A10BD15;SGLT-2;Ebeltoft;412
pro;201912;2;A10BD15;SGLT-2;Fjerritslev;505
min;201912;1;A10BD15;SGLT-2;Frederiksberg;105
pro;201912;2;A10BD15;SGLT-2;Frederikssund;114
pro;201912;4;A10BD15;SGLT-2;Glostrup;106
min;201912;2;A10BD15;SGLT-2;Hadsund;501
pro;201912;1;A10BD15;SGLT-2;Hadsund;501
pro;201912;1;A10BD15;SGLT-2;Herning;406
pro;201912;3;A10BD15;SGLT-2;Hjørring;507
pro;201912;4;A10BD15;SGLT-2;Horsens;402
min;201912;1;A10BD15;SGLT-2;Hørsholm;112
min;201912;1;A10BD15;SGLT-2;Kalundborg;203
pro;201912;1;A10BD15;SGLT-2;Kbh. NV;107
pro;201912;3;A10BD15;SGLT-2;Kgs. Lyngby;110
pro;201912;1;A10BD15;SGLT-2;Kolding;312
pro;201912;1;A10BD15;SGLT-2;Lolland;209
pro;201912;1;A10BD15;SGLT-2;Nyborg;302
pro;201912;1;A10BD15;SGLT-2;Næstved;206
pro;201912;3;A10BD15;SGLT-2;Nørrebro/City;103
pro;201912;3;A10BD15;SGLT-2;Odense City;305
min;201912;13;A10BD15;SGLT-2;Outside DK;Outside DK
pro;201912;13;A10BD15;SGLT-2;Outside DK;Outside DK
pro;201912;2;A10BD15;SGLT-2;Randers;411
pro;201912;7;A10BD15;SGLT-2;Ringsted;205
pro;201912;7;A10BD15;SGLT-2;Roskilde;202
pro;201912;13;A10BD15;SGLT-2;Silkeborg;405
pro;201912;1;A10BD15;SGLT-2;Svendborg;301
pro;201912;6;A10BD15;SGLT-2;Sønderborg;307
min;201912;2;A10BD15;SGLT-2;Tåstrup;116
pro;201912;6;A10BD15;SGLT-2;Tåstrup;116
pro;201912;1;A10BD15;SGLT-2;Varde;314
